epoc (ms),timestamp (-0400),elapsed (s),x-axis (T),y-axis (T),z-axis (T)
1540421433142,2018-10-24T18.50.33.142,28.601,-0.002048000,-0.002048000,-0.000922125
1540421433242,2018-10-24T18.50.33.242,28.701,-0.002048000,-0.002048000,-0.000899625
1540421433342,2018-10-24T18.50.33.342,28.801,-0.002048000,-0.002048000,-0.000892937
1540421433441,2018-10-24T18.50.33.441,28.900,-0.002048000,-0.002048000,-0.000895625
1540421433541,2018-10-24T18.50.33.541,29.000,-0.002048000,-0.002048000,-0.000897125
1540421433639,2018-10-24T18.50.33.639,29.098,-0.002048000,-0.002048000,-0.000899062
1540421433739,2018-10-24T18.50.33.739,29.198,-0.002048000,-0.002048000,-0.000901750
1540421433838,2018-10-24T18.50.33.838,29.297,-0.002048000,-0.002048000,-0.000908250
1540421433938,2018-10-24T18.50.33.938,29.397,-0.002048000,-0.002048000,-0.000915937
1540421434037,2018-10-24T18.50.34.037,29.496,-0.002048000,-0.002048000,-0.000924375
1540421434135,2018-10-24T18.50.34.135,29.594,-0.002048000,-0.002048000,-0.000931313
1540421434235,2018-10-24T18.50.34.235,29.694,-0.002048000,-0.002048000,-0.000936688
1540421434335,2018-10-24T18.50.34.335,29.794,-0.002048000,-0.002048000,-0.000935500
1540421434434,2018-10-24T18.50.34.434,29.893,-0.002048000,-0.002048000,-0.000934187
1540421434534,2018-10-24T18.50.34.534,29.993,-0.002048000,-0.002048000,-0.000897125
1540421434634,2018-10-24T18.50.34.634,30.093,-0.002048000,-0.002048000,-0.000918625
1540421434732,2018-10-24T18.50.34.732,30.191,-0.002048000,-0.002048000,-0.000922875
1540421434831,2018-10-24T18.50.34.831,30.290,-0.002048000,-0.002048000,-0.000925563
1540421434931,2018-10-24T18.50.34.931,30.390,-0.002048000,-0.002048000,-0.000930500
1540421435031,2018-10-24T18.50.35.031,30.490,-0.002048000,-0.002048000,-0.000933187
1540421435130,2018-10-24T18.50.35.130,30.589,-0.002048000,-0.002048000,-0.000935500
1540421435228,2018-10-24T18.50.35.228,30.687,-0.002048000,-0.002048000,-0.000934938
1540421435328,2018-10-24T18.50.35.328,30.787,-0.002048000,-0.002048000,-0.000938563
1540421435427,2018-10-24T18.50.35.427,30.886,-0.002048000,-0.002048000,-0.000937000
1540421435527,2018-10-24T18.50.35.527,30.986,-0.002048000,-0.002048000,-0.000932437
1540421435627,2018-10-24T18.50.35.627,31.086,-0.002048000,-0.002048000,-0.000927438
1540421435725,2018-10-24T18.50.35.725,31.184,-0.002048000,-0.002048000,-0.000924375
1540421435824,2018-10-24T18.50.35.824,31.283,-0.002048000,-0.002048000,-0.000927062
1540421435924,2018-10-24T18.50.35.924,31.383,-0.002048000,-0.002048000,-0.000928562
1540421436024,2018-10-24T18.50.36.024,31.483,-0.002048000,-0.002048000,-0.000931875
1540421436123,2018-10-24T18.50.36.123,31.582,-0.002048000,-0.002048000,-0.000937438
1540421436221,2018-10-24T18.50.36.221,31.680,-0.002048000,-0.002048000,-0.000942438
1540421436321,2018-10-24T18.50.36.321,31.780,-0.002048000,-0.002048000,-0.000945875
1540421436421,2018-10-24T18.50.36.421,31.880,-0.002048000,-0.002048000,-0.000945938
1540421436520,2018-10-24T18.50.36.520,31.979,-0.002048000,-0.002048000,-0.000941813
1540421436620,2018-10-24T18.50.36.620,32.079,-0.002048000,-0.002048000,-0.000935500
1540421436718,2018-10-24T18.50.36.718,32.177,-0.002048000,-0.002048000,-0.000931250
1540421436818,2018-10-24T18.50.36.818,32.277,-0.002048000,-0.002048000,-0.000929125
1540421436917,2018-10-24T18.50.36.917,32.376,-0.002048000,-0.002048000,-0.000926687
1540421437017,2018-10-24T18.50.37.017,32.476,-0.002048000,-0.002048000,-0.000928062
1540421437116,2018-10-24T18.50.37.116,32.575,-0.002048000,-0.002048000,-0.000933937
1540421437216,2018-10-24T18.50.37.216,32.675,-0.002048000,-0.002048000,-0.000941313
1540421437314,2018-10-24T18.50.37.314,32.773,-0.002048000,-0.002048000,-0.000946813
1540421437414,2018-10-24T18.50.37.414,32.873,-0.002048000,-0.002048000,-0.000949313
1540421437513,2018-10-24T18.50.37.513,32.972,-0.002048000,-0.002048000,-0.000947187
1540421437613,2018-10-24T18.50.37.613,33.072,-0.002048000,-0.002048000,-0.000941250
1540421437713,2018-10-24T18.50.37.713,33.172,-0.002048000,-0.002048000,-0.000931313
1540421437811,2018-10-24T18.50.37.811,33.270,-0.002048000,-0.002048000,-0.000925687
1540421437910,2018-10-24T18.50.37.910,33.369,-0.002048000,-0.002048000,-0.000924937
1540421438010,2018-10-24T18.50.38.010,33.469,-0.002048000,-0.002048000,-0.000927312
1540421438110,2018-10-24T18.50.38.110,33.569,-0.002048000,-0.002048000,-0.000931625
1540421438209,2018-10-24T18.50.38.209,33.668,-0.002048000,-0.002048000,-0.000933625
1540421438307,2018-10-24T18.50.38.307,33.766,-0.002048000,-0.002048000,-0.000936062
1540421438407,2018-10-24T18.50.38.407,33.866,-0.002048000,-0.002048000,-0.000939563
1540421438507,2018-10-24T18.50.38.507,33.966,-0.002048000,-0.002048000,-0.000940500
1540421438606,2018-10-24T18.50.38.606,34.065,-0.002048000,-0.002048000,-0.000940875
1540421438706,2018-10-24T18.50.38.706,34.165,-0.002048000,-0.002048000,-0.000935688
1540421438804,2018-10-24T18.50.38.804,34.263,-0.002048000,-0.002048000,-0.000930312
1540421438904,2018-10-24T18.50.38.904,34.363,-0.002048000,-0.002048000,-0.000927438
1540421439003,2018-10-24T18.50.39.003,34.462,-0.002048000,-0.002048000,-0.000924750
1540421439103,2018-10-24T18.50.39.103,34.562,-0.002048000,-0.002048000,-0.000926500
1540421439202,2018-10-24T18.50.39.202,34.661,-0.002048000,-0.002048000,-0.000930312
1540421439301,2018-10-24T18.50.39.301,34.760,-0.002048000,-0.002048000,-0.000931625
1540421439400,2018-10-24T18.50.39.400,34.859,-0.002048000,-0.002048000,-0.000934125
1540421439500,2018-10-24T18.50.39.500,34.959,-0.002048000,-0.002048000,-0.000935875
1540421439599,2018-10-24T18.50.39.599,35.058,-0.002048000,-0.002048000,-0.000933000
1540421439699,2018-10-24T18.50.39.699,35.158,-0.002048000,-0.002048000,-0.000931500
1540421439797,2018-10-24T18.50.39.797,35.256,-0.002048000,-0.002048000,-0.000926313
1540421439897,2018-10-24T18.50.39.897,35.356,-0.002048000,-0.002048000,-0.000920938
1540421439996,2018-10-24T18.50.39.996,35.455,-0.002048000,-0.002048000,-0.000914000
1540421440096,2018-10-24T18.50.40.096,35.555,-0.002048000,-0.002048000,-0.000915188
1540421440196,2018-10-24T18.50.40.196,35.655,-0.002048000,-0.002048000,-0.000917813
1540421440294,2018-10-24T18.50.40.294,35.753,-0.002048000,-0.002048000,-0.000921938
1540421440393,2018-10-24T18.50.40.393,35.852,-0.002048000,-0.002048000,-0.000919750
1540421440493,2018-10-24T18.50.40.493,35.952,-0.002048000,-0.002048000,-0.000919812
1540421440593,2018-10-24T18.50.40.593,36.052,-0.002048000,-0.002048000,-0.000923437
1540421440692,2018-10-24T18.50.40.692,36.151,-0.002048000,-0.002048000,-0.000927000
1540421440790,2018-10-24T18.50.40.790,36.249,-0.002048000,-0.002048000,-0.000926250
1540421440890,2018-10-24T18.50.40.890,36.349,-0.002048000,-0.002048000,-0.000926437
1540421440990,2018-10-24T18.50.40.990,36.449,-0.002048000,-0.002048000,-0.000925375
1540421441089,2018-10-24T18.50.41.089,36.548,-0.002048000,-0.002048000,-0.000934000
1540421441189,2018-10-24T18.50.41.189,36.648,-0.002048000,-0.002048000,-0.000939750
1540421441287,2018-10-24T18.50.41.287,36.746,-0.002048000,-0.002048000,-0.000929375
1540421441386,2018-10-24T18.50.41.386,36.845,-0.002048000,-0.002048000,-0.000947187
1540421441486,2018-10-24T18.50.41.486,36.945,-0.002048000,-0.002048000,-0.000951000
1540421441586,2018-10-24T18.50.41.586,37.045,-0.002048000,-0.002048000,-0.000952562
1540421441685,2018-10-24T18.50.41.685,37.144,-0.002048000,-0.002048000,-0.000947000
1540421441783,2018-10-24T18.50.41.783,37.242,-0.002048000,-0.002048000,-0.000943375
1540421441883,2018-10-24T18.50.41.883,37.342,-0.002048000,-0.002048000,-0.000942375
1540421441983,2018-10-24T18.50.41.983,37.442,-0.002048000,-0.002048000,-0.000946437
1540421442082,2018-10-24T18.50.42.082,37.541,-0.002048000,-0.002048000,-0.000951250
1540421442182,2018-10-24T18.50.42.182,37.641,-0.002048000,-0.002048000,-0.000956000
1540421442280,2018-10-24T18.50.42.280,37.739,-0.002048000,-0.002048000,-0.000953312
1540421442380,2018-10-24T18.50.42.380,37.839,-0.002048000,-0.002048000,-0.000951812
1540421442479,2018-10-24T18.50.42.479,37.938,-0.002048000,-0.002048000,-0.000949125
1540421442579,2018-10-24T18.50.42.579,38.038,-0.002048000,-0.002048000,-0.000947375
1540421442678,2018-10-24T18.50.42.678,38.137,-0.002048000,-0.002048000,-0.000946250
1540421442777,2018-10-24T18.50.42.777,38.236,-0.002048000,-0.002048000,-0.000942375
1540421442876,2018-10-24T18.50.42.876,38.335,-0.002048000,-0.002048000,-0.000937812
1540421442976,2018-10-24T18.50.42.976,38.435,-0.002048000,-0.002048000,-0.000929562
1540421443075,2018-10-24T18.50.43.075,38.534,-0.002048000,-0.002048000,-0.000920875
1540421443175,2018-10-24T18.50.43.175,38.634,-0.002048000,-0.002048000,-0.000914438
1540421443273,2018-10-24T18.50.43.273,38.732,-0.002048000,-0.002048000,-0.000914750
1540421443373,2018-10-24T18.50.43.373,38.832,-0.002048000,-0.002048000,-0.000922062
1540421443472,2018-10-24T18.50.43.472,38.931,-0.002048000,-0.002048000,-0.000924625
1540421443572,2018-10-24T18.50.43.572,39.031,-0.002048000,-0.002048000,-0.000929000
1540421443672,2018-10-24T18.50.43.672,39.131,-0.002048000,-0.002048000,-0.000934313
1540421443771,2018-10-24T18.50.43.771,39.230,-0.002048000,-0.002048000,-0.000938500
1540421443869,2018-10-24T18.50.43.869,39.328,-0.002048000,-0.002048000,-0.000937438
1540421443969,2018-10-24T18.50.43.969,39.428,-0.002048000,-0.002048000,-0.000929375
1540421444069,2018-10-24T18.50.44.069,39.528,-0.002048000,-0.002048000,-0.000919750
1540421444168,2018-10-24T18.50.44.168,39.627,-0.002048000,-0.002048000,-0.000914625
1540421444268,2018-10-24T18.50.44.268,39.727,-0.002048000,-0.002048000,-0.000910937
1540421444366,2018-10-24T18.50.44.366,39.825,-0.002048000,-0.002048000,-0.000909375
1540421444466,2018-10-24T18.50.44.466,39.925,-0.002048000,-0.002048000,-0.000905938
1540421444565,2018-10-24T18.50.44.565,40.024,-0.002048000,-0.002048000,-0.000900937
1540421444665,2018-10-24T18.50.44.665,40.124,-0.002048000,-0.002048000,-0.000895937
1540421444763,2018-10-24T18.50.44.763,40.222,-0.002048000,-0.002048000,-0.000889500
1540421444863,2018-10-24T18.50.44.863,40.322,-0.002048000,-0.002048000,-0.000887687
1540421444962,2018-10-24T18.50.44.962,40.421,-0.002048000,-0.002048000,-0.000889625
1540421445062,2018-10-24T18.50.45.062,40.521,-0.002048000,-0.002048000,-0.000887687
1540421445161,2018-10-24T18.50.45.161,40.620,-0.002048000,-0.002048000,-0.000892312
1540421445260,2018-10-24T18.50.45.260,40.719,-0.002048000,-0.002048000,-0.000893437
1540421445359,2018-10-24T18.50.45.359,40.818,-0.002048000,-0.002048000,-0.000895937
1540421445459,2018-10-24T18.50.45.459,40.918,-0.002048000,-0.002048000,-0.000896000
1540421445558,2018-10-24T18.50.45.558,41.017,-0.002048000,-0.002048000,-0.000897688
1540421445658,2018-10-24T18.50.45.658,41.117,-0.002048000,-0.002048000,-0.000895563
1540421445756,2018-10-24T18.50.45.756,41.215,-0.002048000,-0.002048000,-0.000889625
1540421445856,2018-10-24T18.50.45.856,41.315,-0.002048000,-0.002048000,-0.000885437
1540421445955,2018-10-24T18.50.45.955,41.414,-0.002048000,-0.002048000,-0.000883250
1540421446055,2018-10-24T18.50.46.055,41.514,-0.002048000,-0.002048000,-0.000888625
1540421446155,2018-10-24T18.50.46.155,41.614,-0.002048000,-0.002048000,-0.000890188
1540421446253,2018-10-24T18.50.46.253,41.712,-0.002048000,-0.002048000,-0.000895750
1540421446352,2018-10-24T18.50.46.352,41.811,-0.002048000,-0.002048000,-0.000896562
1540421446452,2018-10-24T18.50.46.452,41.911,-0.002048000,-0.002048000,-0.000893875
1540421446552,2018-10-24T18.50.46.552,42.011,-0.002048000,-0.002048000,-0.000899375
1540421446651,2018-10-24T18.50.46.651,42.110,-0.002048000,-0.002048000,-0.000900937
1540421446749,2018-10-24T18.50.46.749,42.208,-0.002048000,-0.002048000,-0.000900187
1540421446849,2018-10-24T18.50.46.849,42.308,-0.002048000,-0.002048000,-0.000894437
1540421446948,2018-10-24T18.50.46.948,42.407,-0.002048000,-0.002048000,-0.000887187
1540421447048,2018-10-24T18.50.47.048,42.507,-0.002048000,-0.002048000,-0.000881188
1540421447148,2018-10-24T18.50.47.148,42.607,-0.002048000,-0.002048000,-0.000880000
1540421447246,2018-10-24T18.50.47.246,42.705,-0.002048000,-0.002048000,-0.000887875
1540421447345,2018-10-24T18.50.47.345,42.804,-0.002048000,-0.002048000,-0.000888500
1540421447445,2018-10-24T18.50.47.445,42.904,-0.002048000,-0.002048000,-0.000891875
1540421447545,2018-10-24T18.50.47.545,43.004,-0.002048000,-0.002048000,-0.000896500
1540421447644,2018-10-24T18.50.47.644,43.103,-0.002048000,-0.002048000,-0.000904000
1540421447742,2018-10-24T18.50.47.742,43.201,-0.002048000,-0.002048000,-0.000904938
1540421447842,2018-10-24T18.50.47.842,43.301,-0.002048000,-0.002048000,-0.000895625
1540421447942,2018-10-24T18.50.47.942,43.401,-0.002048000,-0.002048000,-0.000895375
1540421448041,2018-10-24T18.50.48.041,43.500,-0.002048000,-0.002048000,-0.000888625
1540421448141,2018-10-24T18.50.48.141,43.600,-0.002048000,-0.002048000,-0.000878687
1540421448239,2018-10-24T18.50.48.239,43.698,-0.002048000,-0.002048000,-0.000878500
1540421448339,2018-10-24T18.50.48.339,43.798,-0.002048000,-0.002048000,-0.000881000
1540421448438,2018-10-24T18.50.48.438,43.897,-0.002048000,-0.002048000,-0.000887937
1540421448538,2018-10-24T18.50.48.538,43.997,-0.002048000,-0.002048000,-0.000896312
1540421448637,2018-10-24T18.50.48.637,44.096,-0.002048000,-0.002048000,-0.000903813
1540421448736,2018-10-24T18.50.48.736,44.195,-0.002048000,-0.002048000,-0.000905562
1540421448835,2018-10-24T18.50.48.835,44.294,-0.002048000,-0.002048000,-0.000905562
1540421448935,2018-10-24T18.50.48.935,44.394,-0.002048000,-0.002048000,-0.000900937
1540421449034,2018-10-24T18.50.49.034,44.493,-0.002048000,-0.002048000,-0.000895375
1540421449134,2018-10-24T18.50.49.134,44.593,-0.002048000,-0.002048000,-0.000890188
1540421449232,2018-10-24T18.50.49.232,44.691,-0.002048000,-0.002048000,-0.000887875
1540421449332,2018-10-24T18.50.49.332,44.791,-0.002048000,-0.002048000,-0.000891312
1540421449431,2018-10-24T18.50.49.431,44.890,-0.002048000,-0.002048000,-0.000895375
1540421449531,2018-10-24T18.50.49.531,44.990,-0.002048000,-0.002048000,-0.000899250
1540421449631,2018-10-24T18.50.49.631,45.090,-0.002048000,-0.002048000,-0.000911688
1540421449729,2018-10-24T18.50.49.729,45.188,-0.002048000,-0.002048000,-0.000915125
1540421449828,2018-10-24T18.50.49.828,45.287,-0.002048000,-0.002048000,-0.000893875
1540421449928,2018-10-24T18.50.49.928,45.387,-0.002048000,-0.002048000,-0.000889812
1540421450028,2018-10-24T18.50.50.028,45.487,-0.002048000,-0.002048000,-0.000885563
1540421450127,2018-10-24T18.50.50.127,45.586,-0.002048000,-0.002048000,-0.000884625
1540421450225,2018-10-24T18.50.50.225,45.684,-0.002048000,-0.002048000,-0.000889250
1540421450325,2018-10-24T18.50.50.325,45.784,-0.002048000,-0.002048000,-0.000888625
1540421450425,2018-10-24T18.50.50.425,45.884,-0.002048000,-0.002048000,-0.000888250
1540421450524,2018-10-24T18.50.50.524,45.983,-0.002048000,-0.002048000,-0.000888125
1540421450624,2018-10-24T18.50.50.624,46.083,-0.002048000,-0.002048000,-0.000886375
1540421450722,2018-10-24T18.50.50.722,46.181,-0.002048000,-0.002048000,-0.000886500
1540421450822,2018-10-24T18.50.50.822,46.281,-0.002048000,-0.002048000,-0.000887875
1540421450921,2018-10-24T18.50.50.921,46.380,-0.002048000,-0.002048000,-0.000887125
1540421451021,2018-10-24T18.50.51.021,46.480,-0.002048000,-0.002048000,-0.000886813
1540421451120,2018-10-24T18.50.51.120,46.579,-0.002048000,-0.002048000,-0.000889188
1540421451219,2018-10-24T18.50.51.219,46.678,-0.002048000,-0.002048000,-0.000888250
1540421451318,2018-10-24T18.50.51.318,46.777,-0.002048000,-0.002048000,-0.000887313
1540421451418,2018-10-24T18.50.51.418,46.877,-0.002048000,-0.002048000,-0.000885937
1540421451517,2018-10-24T18.50.51.517,46.976,-0.002048000,-0.002048000,-0.000886937
1540421451617,2018-10-24T18.50.51.617,47.076,-0.002048000,-0.002048000,-0.000888625
1540421451715,2018-10-24T18.50.51.715,47.174,-0.002048000,-0.002048000,-0.000888437
1540421451815,2018-10-24T18.50.51.815,47.274,-0.002048000,-0.002048000,-0.000888000
1540421451914,2018-10-24T18.50.51.914,47.373,-0.002048000,-0.002048000,-0.000888187
1540421452014,2018-10-24T18.50.52.014,47.473,-0.002048000,-0.002048000,-0.000888063
1540421452114,2018-10-24T18.50.52.114,47.573,-0.002048000,-0.002048000,-0.000889188
1540421452212,2018-10-24T18.50.52.212,47.671,-0.002048000,-0.002048000,-0.000890875
1540421452311,2018-10-24T18.50.52.311,47.770,-0.002048000,-0.002048000,-0.000891812
1540421452411,2018-10-24T18.50.52.411,47.870,-0.002048000,-0.002048000,-0.000893063
1540421452510,2018-10-24T18.50.52.510,47.969,-0.002048000,-0.002048000,-0.000903813
1540421452610,2018-10-24T18.50.52.610,48.069,-0.002048000,-0.002048000,-0.000930500
1540421452708,2018-10-24T18.50.52.708,48.167,-0.002048000,-0.002048000,-0.000961375
1540421452808,2018-10-24T18.50.52.808,48.267,-0.002048000,-0.002048000,-0.000948750
1540421452907,2018-10-24T18.50.52.907,48.366,-0.002048000,-0.002048000,-0.000936250
1540421453007,2018-10-24T18.50.53.007,48.466,-0.002048000,-0.002048000,-0.000968688
1540421453107,2018-10-24T18.50.53.107,48.566,-0.002048000,-0.002048000,-0.001006313
1540421453205,2018-10-24T18.50.53.205,48.664,-0.002048000,-0.002048000,-0.001014750
1540421453304,2018-10-24T18.50.53.304,48.763,-0.002048000,-0.002048000,-0.001006500
1540421453404,2018-10-24T18.50.53.404,48.863,-0.002048000,-0.002048000,-0.001003062
1540421453504,2018-10-24T18.50.53.504,48.963,-0.002048000,-0.002048000,-0.001004750
1540421453602,2018-10-24T18.50.53.602,49.061,-0.002048000,-0.002048000,-0.000992875
1540421453701,2018-10-24T18.50.53.701,49.160,-0.002048000,-0.002048000,-0.000989437
1540421453801,2018-10-24T18.50.53.801,49.260,-0.002048000,-0.002048000,-0.000990375
1540421453901,2018-10-24T18.50.53.901,49.360,-0.002048000,-0.002048000,-0.000987500
1540421454000,2018-10-24T18.50.54.000,49.459,-0.002048000,-0.002048000,-0.000983875
1540421454098,2018-10-24T18.50.54.098,49.557,-0.002048000,-0.002048000,-0.000977500
1540421454198,2018-10-24T18.50.54.198,49.657,-0.002048000,-0.002048000,-0.000966938
1540421454298,2018-10-24T18.50.54.298,49.757,-0.002048000,-0.002048000,-0.000957750
1540421454397,2018-10-24T18.50.54.397,49.856,-0.002048000,-0.002048000,-0.000951000
1540421454497,2018-10-24T18.50.54.497,49.956,-0.002048000,-0.002048000,-0.000942375
1540421454595,2018-10-24T18.50.54.595,50.054,-0.002048000,-0.002048000,-0.000933563
1540421454695,2018-10-24T18.50.54.695,50.154,-0.002048000,-0.002048000,-0.000925500
1540421454794,2018-10-24T18.50.54.794,50.253,-0.002048000,-0.002048000,-0.000917625
1540421454894,2018-10-24T18.50.54.894,50.353,-0.002048000,-0.002048000,-0.000915125
1540421454992,2018-10-24T18.50.54.992,50.451,-0.002048000,-0.002048000,-0.000914125
1540421455092,2018-10-24T18.50.55.092,50.551,-0.002048000,-0.002048000,-0.000913625
1540421455191,2018-10-24T18.50.55.191,50.650,-0.002048000,-0.002048000,-0.000912062
1540421455291,2018-10-24T18.50.55.291,50.750,-0.002048000,-0.002048000,-0.000912938
1540421455390,2018-10-24T18.50.55.390,50.849,-0.002048000,-0.002048000,-0.000912438
1540421455489,2018-10-24T18.50.55.489,50.948,-0.002048000,-0.002048000,-0.000912062
1540421455588,2018-10-24T18.50.55.588,51.047,-0.002048000,-0.002048000,-0.000915125
1540421455688,2018-10-24T18.50.55.688,51.147,-0.002048000,-0.002048000,-0.000915500
1540421455787,2018-10-24T18.50.55.787,51.246,-0.002048000,-0.002048000,-0.000915125
1540421455885,2018-10-24T18.50.55.885,51.344,-0.002048000,-0.002048000,-0.000916625
1540421455985,2018-10-24T18.50.55.985,51.444,-0.002048000,-0.002048000,-0.000916063
1540421456085,2018-10-24T18.50.56.085,51.544,-0.002048000,-0.002048000,-0.000914750
1540421456184,2018-10-24T18.50.56.184,51.643,-0.002048000,-0.002048000,-0.000916063
1540421456284,2018-10-24T18.50.56.284,51.743,-0.002048000,-0.002048000,-0.000915500
1540421456382,2018-10-24T18.50.56.382,51.841,-0.002048000,-0.002048000,-0.000915250
1540421456482,2018-10-24T18.50.56.482,51.941,-0.002048000,-0.002048000,-0.000914938
1540421456581,2018-10-24T18.50.56.581,52.040,-0.002048000,-0.002048000,-0.000917187
