epoc (ms),timestamp (-0400),elapsed (s),x-axis (T),y-axis (T),z-axis (T)
1540421434406,2018-10-24T18.50.34.406,29.726,-0.002048000,-0.002048000,-0.000063250
1540421434506,2018-10-24T18.50.34.506,29.826,-0.002048000,-0.002048000,-0.000059875
1540421434605,2018-10-24T18.50.34.605,29.925,-0.002048000,-0.002048000,-0.000059875
1540421434705,2018-10-24T18.50.34.705,30.025,-0.002048000,-0.002048000,-0.000057250
1540421434804,2018-10-24T18.50.34.804,30.124,-0.002048000,-0.002048000,-0.000050062
1540421434904,2018-10-24T18.50.34.904,30.224,-0.002048000,-0.002048000,-0.000041375
1540421435004,2018-10-24T18.50.35.004,30.324,-0.002048000,-0.002048000,-0.000043688
1540421435102,2018-10-24T18.50.35.102,30.422,-0.002048000,-0.002048000,-0.000054188
1540421435201,2018-10-24T18.50.35.201,30.521,-0.002048000,-0.002048000,-0.000072688
1540421435301,2018-10-24T18.50.35.301,30.621,-0.002048000,-0.002048000,-0.000091125
1540421435401,2018-10-24T18.50.35.401,30.721,-0.002048000,-0.002048000,-0.000083937
1540421435500,2018-10-24T18.50.35.500,30.820,-0.002048000,-0.002048000,-0.000074187
1540421435600,2018-10-24T18.50.35.600,30.920,-0.002048000,-0.002048000,-0.000071188
1540421435699,2018-10-24T18.50.35.699,31.019,-0.002048000,-0.002048000,-0.000067812
1540421435798,2018-10-24T18.50.35.798,31.118,-0.002048000,-0.002048000,-0.000061750
1540421435897,2018-10-24T18.50.35.897,31.217,-0.002048000,-0.002048000,-0.000052313
1540421435997,2018-10-24T18.50.35.997,31.317,-0.002048000,-0.002048000,-0.000046687
1540421436096,2018-10-24T18.50.36.096,31.416,-0.002048000,-0.002048000,-0.000045563
1540421436196,2018-10-24T18.50.36.196,31.516,-0.002048000,-0.002048000,-0.000059875
1540421436296,2018-10-24T18.50.36.296,31.616,-0.002048000,-0.002048000,-0.000080187
1540421436395,2018-10-24T18.50.36.395,31.715,-0.002048000,-0.002048000,-0.000080250
1540421436493,2018-10-24T18.50.36.493,31.813,-0.002048000,-0.002048000,-0.000072688
1540421436593,2018-10-24T18.50.36.593,31.913,-0.002048000,-0.002048000,-0.000065125
1540421436693,2018-10-24T18.50.36.693,32.013,-0.002048000,-0.002048000,-0.000061000
1540421436792,2018-10-24T18.50.36.792,32.112,-0.002048000,-0.002048000,-0.000056875
1540421436892,2018-10-24T18.50.36.892,32.212,-0.002048000,-0.002048000,-0.000051562
1540421436991,2018-10-24T18.50.36.991,32.311,-0.002048000,-0.002048000,-0.000044812
1540421437091,2018-10-24T18.50.37.091,32.411,-0.002048000,-0.002048000,-0.000039875
1540421437191,2018-10-24T18.50.37.191,32.511,-0.002048000,-0.002048000,-0.000033500
1540421437289,2018-10-24T18.50.37.289,32.609,-0.002048000,-0.002048000,-0.000040625
1540421437388,2018-10-24T18.50.37.388,32.708,-0.002048000,-0.002048000,-0.000056438
1540421437488,2018-10-24T18.50.37.488,32.808,-0.002048000,-0.002048000,-0.000075250
1540421437588,2018-10-24T18.50.37.588,32.908,-0.002048000,-0.002048000,-0.000065875
1540421437687,2018-10-24T18.50.37.687,33.007,-0.002048000,-0.002048000,-0.000063625
1540421437787,2018-10-24T18.50.37.787,33.107,-0.002048000,-0.002048000,-0.000061000
1540421437886,2018-10-24T18.50.37.886,33.206,-0.002048000,-0.002048000,-0.000056125
1540421437985,2018-10-24T18.50.37.985,33.305,-0.002048000,-0.002048000,-0.000052000
1540421438084,2018-10-24T18.50.38.084,33.404,-0.002048000,-0.002048000,-0.000045938
1540421438184,2018-10-24T18.50.38.184,33.504,-0.002048000,-0.002048000,-0.000039937
1540421438283,2018-10-24T18.50.38.283,33.603,-0.002048000,-0.002048000,-0.000030500
1540421438383,2018-10-24T18.50.38.383,33.703,-0.002048000,-0.002048000,-0.000025563
1540421438483,2018-10-24T18.50.38.483,33.803,-0.002048000,-0.002048000,-0.000045563
1540421438582,2018-10-24T18.50.38.582,33.902,-0.002048000,-0.002048000,-0.000064375
1540421438682,2018-10-24T18.50.38.682,34.002,-0.002048000,-0.002048000,-0.000060250
1540421438780,2018-10-24T18.50.38.780,34.100,-0.002048000,-0.002048000,-0.000054937
1540421438880,2018-10-24T18.50.38.880,34.200,-0.002048000,-0.002048000,-0.000051188
1540421438979,2018-10-24T18.50.38.979,34.299,-0.002048000,-0.002048000,-0.000050437
1540421439079,2018-10-24T18.50.39.079,34.399,-0.002048000,-0.002048000,-0.000048938
1540421439178,2018-10-24T18.50.39.178,34.498,-0.002048000,-0.002048000,-0.000039937
1540421439278,2018-10-24T18.50.39.278,34.598,-0.002048000,-0.002048000,-0.000035000
1540421439378,2018-10-24T18.50.39.378,34.698,-0.002048000,-0.002048000,-0.000039188
1540421439477,2018-10-24T18.50.39.477,34.797,-0.002048000,-0.002048000,-0.000054188
1540421439575,2018-10-24T18.50.39.575,34.895,-0.002048000,-0.002048000,-0.000074938
1540421439675,2018-10-24T18.50.39.675,34.995,-0.002048000,-0.002048000,-0.000081688
1540421439775,2018-10-24T18.50.39.775,35.095,-0.002048000,-0.002048000,-0.000083250
1540421439874,2018-10-24T18.50.39.874,35.194,-0.002048000,-0.002048000,-0.000078000
1540421439974,2018-10-24T18.50.39.974,35.294,-0.002048000,-0.002048000,-0.000076437
1540421440073,2018-10-24T18.50.40.073,35.393,-0.002048000,-0.002048000,-0.000074187
1540421440173,2018-10-24T18.50.40.173,35.493,-0.002048000,-0.002048000,-0.000068562
1540421440273,2018-10-24T18.50.40.273,35.593,-0.002048000,-0.002048000,-0.000058750
1540421440371,2018-10-24T18.50.40.371,35.691,-0.002048000,-0.002048000,-0.000045563
1540421440470,2018-10-24T18.50.40.470,35.790,-0.002048000,-0.002048000,-0.000041000
1540421440570,2018-10-24T18.50.40.570,35.890,-0.002048000,-0.002048000,-0.000047813
1540421440670,2018-10-24T18.50.40.670,35.990,-0.002048000,-0.002048000,-0.000065188
1540421440769,2018-10-24T18.50.40.769,36.089,-0.002048000,-0.002048000,-0.000084750
1540421440869,2018-10-24T18.50.40.869,36.189,-0.002048000,-0.002048000,-0.000090437
1540421440969,2018-10-24T18.50.40.969,36.289,-0.002048000,-0.002048000,-0.000087000
1540421441068,2018-10-24T18.50.41.068,36.388,-0.002048000,-0.002048000,-0.000087000
1540421441166,2018-10-24T18.50.41.166,36.486,-0.002048000,-0.002048000,-0.000081750
1540421441266,2018-10-24T18.50.41.266,36.586,-0.002048000,-0.002048000,-0.000079812
1540421441365,2018-10-24T18.50.41.365,36.685,-0.002048000,-0.002048000,-0.000076437
1540421441465,2018-10-24T18.50.41.465,36.785,-0.002048000,-0.002048000,-0.000073500
1540421441565,2018-10-24T18.50.41.565,36.885,-0.002048000,-0.002048000,-0.000066313
1540421441664,2018-10-24T18.50.41.664,36.984,-0.002048000,-0.002048000,-0.000051188
1540421441764,2018-10-24T18.50.41.764,37.084,-0.002048000,-0.002048000,-0.000034625
1540421441864,2018-10-24T18.50.41.864,37.184,-0.002048000,-0.002048000,-0.000043688
1540421441962,2018-10-24T18.50.41.962,37.282,-0.002048000,-0.002048000,-0.000068125
1540421442061,2018-10-24T18.50.42.061,37.381,-0.002048000,-0.002048000,-0.000079875
1540421442161,2018-10-24T18.50.42.161,37.481,-0.002048000,-0.002048000,-0.000071938
1540421442261,2018-10-24T18.50.42.261,37.581,-0.002048000,-0.002048000,-0.000071562
1540421442360,2018-10-24T18.50.42.360,37.680,-0.002048000,-0.002048000,-0.000068500
1540421442460,2018-10-24T18.50.42.460,37.780,-0.002048000,-0.002048000,-0.000062563
1540421442559,2018-10-24T18.50.42.559,37.879,-0.002048000,-0.002048000,-0.000057625
1540421442657,2018-10-24T18.50.42.657,37.977,-0.002048000,-0.002048000,-0.000059875
1540421442757,2018-10-24T18.50.42.757,38.077,-0.002048000,-0.002048000,-0.000062125
1540421442857,2018-10-24T18.50.42.857,38.177,-0.002048000,-0.002048000,-0.000076125
1540421442956,2018-10-24T18.50.42.956,38.276,-0.002048000,-0.002048000,-0.000091875
1540421443056,2018-10-24T18.50.43.056,38.376,-0.002048000,-0.002048000,-0.000095312
1540421443156,2018-10-24T18.50.43.156,38.476,-0.002048000,-0.002048000,-0.000088188
1540421443255,2018-10-24T18.50.43.255,38.575,-0.002048000,-0.002048000,-0.000072312
1540421443355,2018-10-24T18.50.43.355,38.675,-0.002048000,-0.002048000,-0.000073125
1540421443453,2018-10-24T18.50.43.453,38.773,-0.002048000,-0.002048000,-0.000071938
1540421443552,2018-10-24T18.50.43.552,38.872,-0.002048000,-0.002048000,-0.000067437
1540421443652,2018-10-24T18.50.43.652,38.972,-0.002048000,-0.002048000,-0.000061375
1540421443752,2018-10-24T18.50.43.752,39.072,-0.002048000,-0.002048000,-0.000057625
1540421443851,2018-10-24T18.50.43.851,39.171,-0.002048000,-0.002048000,-0.000050813
1540421443951,2018-10-24T18.50.43.951,39.271,-0.002048000,-0.002048000,-0.000042937
1540421444051,2018-10-24T18.50.44.051,39.371,-0.002048000,-0.002048000,-0.000036500
1540421444150,2018-10-24T18.50.44.150,39.470,-0.002048000,-0.002048000,-0.000044812
1540421444248,2018-10-24T18.50.44.248,39.568,-0.002048000,-0.002048000,-0.000058375
1540421444348,2018-10-24T18.50.44.348,39.668,-0.002048000,-0.002048000,-0.000074250
1540421444448,2018-10-24T18.50.44.448,39.768,-0.002048000,-0.002048000,-0.000085875
1540421444547,2018-10-24T18.50.44.547,39.867,-0.002048000,-0.002048000,-0.000081375
1540421444647,2018-10-24T18.50.44.647,39.967,-0.002048000,-0.002048000,-0.000075688
1540421444746,2018-10-24T18.50.44.746,40.066,-0.002048000,-0.002048000,-0.000073063
1540421444846,2018-10-24T18.50.44.846,40.166,-0.002048000,-0.002048000,-0.000070437
1540421444946,2018-10-24T18.50.44.946,40.266,-0.002048000,-0.002048000,-0.000068562
1540421445044,2018-10-24T18.50.45.044,40.364,-0.002048000,-0.002048000,-0.000065188
1540421445143,2018-10-24T18.50.45.143,40.463,-0.002048000,-0.002048000,-0.000054250
1540421445243,2018-10-24T18.50.45.243,40.563,-0.002048000,-0.002048000,-0.000038813
1540421445343,2018-10-24T18.50.45.343,40.663,-0.002048000,-0.002048000,-0.000038000
1540421445442,2018-10-24T18.50.45.442,40.762,-0.002048000,-0.002048000,-0.000050062
1540421445542,2018-10-24T18.50.45.542,40.862,-0.002048000,-0.002048000,-0.000062563
1540421445641,2018-10-24T18.50.45.641,40.961,-0.002048000,-0.002048000,-0.000058375
1540421445741,2018-10-24T18.50.45.741,41.061,-0.002048000,-0.002048000,-0.000061062
1540421445839,2018-10-24T18.50.45.839,41.159,-0.002048000,-0.002048000,-0.000055375
1540421445939,2018-10-24T18.50.45.939,41.259,-0.002048000,-0.002048000,-0.000053875
1540421446038,2018-10-24T18.50.46.038,41.358,-0.002048000,-0.002048000,-0.000051250
1540421446138,2018-10-24T18.50.46.138,41.458,-0.002048000,-0.002048000,-0.000045187
1540421446238,2018-10-24T18.50.46.238,41.558,-0.002048000,-0.002048000,-0.000039188
1540421446337,2018-10-24T18.50.46.337,41.657,-0.002048000,-0.002048000,-0.000024875
1540421446437,2018-10-24T18.50.46.437,41.757,-0.002048000,-0.002048000,-0.000018438
1540421446535,2018-10-24T18.50.46.535,41.855,-0.002048000,-0.002048000,-0.000021875
1540421446635,2018-10-24T18.50.46.635,41.955,-0.002048000,-0.002048000,-0.000032375
1540421446734,2018-10-24T18.50.46.734,42.054,-0.002048000,-0.002048000,-0.000044438
1540421446834,2018-10-24T18.50.46.834,42.154,-0.002048000,-0.002048000,-0.000041812
1540421446933,2018-10-24T18.50.46.933,42.253,-0.002048000,-0.002048000,-0.000035000
1540421447033,2018-10-24T18.50.47.033,42.353,-0.002048000,-0.002048000,-0.000035000
1540421447133,2018-10-24T18.50.47.133,42.453,-0.002048000,-0.002048000,-0.000030500
1540421447232,2018-10-24T18.50.47.232,42.552,-0.002048000,-0.002048000,-0.000026375
1540421447332,2018-10-24T18.50.47.332,42.652,-0.002048000,-0.002048000,-0.000016563
1540421447430,2018-10-24T18.50.47.430,42.750,-0.002048000,-0.002048000,-0.000008250
1540421447530,2018-10-24T18.50.47.530,42.850,-0.002048000,-0.002048000,-0.000009750
1540421447629,2018-10-24T18.50.47.629,42.949,-0.002048000,-0.002048000,-0.000019938
1540421447729,2018-10-24T18.50.47.729,43.049,-0.002048000,-0.002048000,-0.000036875
1540421447828,2018-10-24T18.50.47.828,43.148,-0.002048000,-0.002048000,-0.000040688
1540421447928,2018-10-24T18.50.47.928,43.248,-0.002048000,-0.002048000,-0.000033125
1540421448028,2018-10-24T18.50.48.028,43.348,-0.002048000,-0.002048000,-0.000029375
1540421448127,2018-10-24T18.50.48.127,43.447,-0.002048000,-0.002048000,-0.000026375
1540421448225,2018-10-24T18.50.48.225,43.545,-0.002048000,-0.002048000,-0.000024062
1540421448325,2018-10-24T18.50.48.325,43.645,-0.002048000,-0.002048000,-0.000018062
1540421448425,2018-10-24T18.50.48.425,43.745,-0.002048000,-0.002048000,-0.000009750
1540421448524,2018-10-24T18.50.48.524,43.844,-0.002048000,-0.002048000,-0.000009000
1540421448624,2018-10-24T18.50.48.624,43.944,-0.002048000,-0.002048000,-0.000016187
1540421448723,2018-10-24T18.50.48.723,44.043,-0.002048000,-0.002048000,-0.000034250
1540421448823,2018-10-24T18.50.48.823,44.143,-0.002048000,-0.002048000,-0.000043312
1540421448921,2018-10-24T18.50.48.921,44.241,-0.002048000,-0.002048000,-0.000036875
1540421449021,2018-10-24T18.50.49.021,44.341,-0.002048000,-0.002048000,-0.000032375
1540421449120,2018-10-24T18.50.49.120,44.440,-0.002048000,-0.002048000,-0.000030500
1540421449220,2018-10-24T18.50.49.220,44.540,-0.002048000,-0.002048000,-0.000029000
1540421449320,2018-10-24T18.50.49.320,44.640,-0.002048000,-0.002048000,-0.000022563
1540421449419,2018-10-24T18.50.49.419,44.739,-0.002048000,-0.002048000,-0.000016187
1540421449519,2018-10-24T18.50.49.519,44.839,-0.002048000,-0.002048000,-0.000014312
1540421449618,2018-10-24T18.50.49.618,44.938,-0.002048000,-0.002048000,-0.000019938
1540421449717,2018-10-24T18.50.49.717,45.037,-0.002048000,-0.002048000,-0.000031625
1540421449816,2018-10-24T18.50.49.816,45.136,-0.002048000,-0.002048000,-0.000032000
1540421449916,2018-10-24T18.50.49.916,45.236,-0.002048000,-0.002048000,-0.000030875
1540421450015,2018-10-24T18.50.50.015,45.335,-0.002048000,-0.002048000,-0.000030875
1540421450115,2018-10-24T18.50.50.115,45.435,-0.002048000,-0.002048000,-0.000031250
1540421450215,2018-10-24T18.50.50.215,45.535,-0.002048000,-0.002048000,-0.000029375
1540421450314,2018-10-24T18.50.50.314,45.634,-0.002048000,-0.002048000,-0.000031625
1540421450414,2018-10-24T18.50.50.414,45.734,-0.002048000,-0.002048000,-0.000032000
1540421450512,2018-10-24T18.50.50.512,45.832,-0.002048000,-0.002048000,-0.000033875
1540421450612,2018-10-24T18.50.50.612,45.932,-0.002048000,-0.002048000,-0.000034625
1540421450711,2018-10-24T18.50.50.711,46.031,-0.002048000,-0.002048000,-0.000035375
1540421450811,2018-10-24T18.50.50.811,46.131,-0.002048000,-0.002048000,-0.000034250
1540421450910,2018-10-24T18.50.50.910,46.230,-0.002048000,-0.002048000,-0.000035750
1540421451010,2018-10-24T18.50.51.010,46.330,-0.002048000,-0.002048000,-0.000035750
1540421451110,2018-10-24T18.50.51.110,46.430,-0.002048000,-0.002048000,-0.000035000
1540421451208,2018-10-24T18.50.51.208,46.528,-0.002048000,-0.002048000,-0.000035000
1540421451307,2018-10-24T18.50.51.307,46.627,-0.002048000,-0.002048000,-0.000036125
1540421451407,2018-10-24T18.50.51.407,46.727,-0.002048000,-0.002048000,-0.000035375
1540421451507,2018-10-24T18.50.51.507,46.827,-0.002048000,-0.002048000,-0.000036125
1540421451606,2018-10-24T18.50.51.606,46.926,-0.002048000,-0.002048000,-0.000036125
1540421451706,2018-10-24T18.50.51.706,47.026,-0.002048000,-0.002048000,-0.000036187
1540421451805,2018-10-24T18.50.51.805,47.125,-0.002048000,-0.002048000,-0.000035750
1540421451905,2018-10-24T18.50.51.905,47.225,-0.002048000,-0.002048000,-0.000035750
1540421452003,2018-10-24T18.50.52.003,47.323,-0.002048000,-0.002048000,-0.000035750
1540421452103,2018-10-24T18.50.52.103,47.423,-0.002048000,-0.002048000,-0.000035000
1540421452202,2018-10-24T18.50.52.202,47.522,-0.002048000,-0.002048000,-0.000034250
1540421452302,2018-10-24T18.50.52.302,47.622,-0.002048000,-0.002048000,-0.000034250
1540421452402,2018-10-24T18.50.52.402,47.722,-0.002048000,-0.002048000,-0.000033500
1540421452501,2018-10-24T18.50.52.501,47.821,-0.002048000,-0.002048000,-0.000034625
1540421452601,2018-10-24T18.50.52.601,47.921,-0.002048000,-0.002048000,-0.000033500
1540421452700,2018-10-24T18.50.52.700,48.020,-0.002048000,-0.002048000,-0.000033125
1540421452799,2018-10-24T18.50.52.799,48.119,-0.002048000,-0.002048000,-0.000033500
1540421452898,2018-10-24T18.50.52.898,48.218,-0.002048000,-0.002048000,-0.000032375
1540421452998,2018-10-24T18.50.52.998,48.318,-0.002048000,-0.002048000,-0.000032750
1540421453097,2018-10-24T18.50.53.097,48.417,-0.002048000,-0.002048000,-0.000033125
1540421453197,2018-10-24T18.50.53.197,48.517,-0.002048000,-0.002048000,-0.000033500
1540421453297,2018-10-24T18.50.53.297,48.617,-0.002048000,-0.002048000,-0.000032750
1540421453396,2018-10-24T18.50.53.396,48.716,-0.002048000,-0.002048000,-0.000033125
1540421453496,2018-10-24T18.50.53.496,48.816,-0.002048000,-0.002048000,-0.000033875
1540421453594,2018-10-24T18.50.53.594,48.914,-0.002048000,-0.002048000,-0.000034250
1540421453694,2018-10-24T18.50.53.694,49.014,-0.002048000,-0.002048000,-0.000033125
1540421453793,2018-10-24T18.50.53.793,49.113,-0.002048000,-0.002048000,-0.000033875
1540421453893,2018-10-24T18.50.53.893,49.213,-0.002048000,-0.002048000,-0.000032750
1540421453992,2018-10-24T18.50.53.992,49.312,-0.002048000,-0.002048000,-0.000034250
1540421454092,2018-10-24T18.50.54.092,49.412,-0.002048000,-0.002048000,-0.000033875
1540421454192,2018-10-24T18.50.54.192,49.512,-0.002048000,-0.002048000,-0.000032750
1540421454290,2018-10-24T18.50.54.290,49.610,-0.002048000,-0.002048000,-0.000033875
1540421454389,2018-10-24T18.50.54.389,49.709,-0.002048000,-0.002048000,-0.000034250
1540421454489,2018-10-24T18.50.54.489,49.809,-0.002048000,-0.002048000,-0.000035375
1540421454589,2018-10-24T18.50.54.589,49.909,-0.002048000,-0.002048000,-0.000034625
1540421454688,2018-10-24T18.50.54.688,50.008,-0.002048000,-0.002048000,-0.000035000
1540421454788,2018-10-24T18.50.54.788,50.108,-0.002048000,-0.002048000,-0.000034625
1540421454887,2018-10-24T18.50.54.887,50.207,-0.002048000,-0.002048000,-0.000035000
1540421454987,2018-10-24T18.50.54.987,50.307,-0.002048000,-0.002048000,-0.000035750
1540421455085,2018-10-24T18.50.55.085,50.405,-0.002048000,-0.002048000,-0.000036125
1540421455185,2018-10-24T18.50.55.185,50.505,-0.002048000,-0.002048000,-0.000035750
1540421455284,2018-10-24T18.50.55.284,50.604,-0.002048000,-0.002048000,-0.000036187
1540421455384,2018-10-24T18.50.55.384,50.704,-0.002048000,-0.002048000,-0.000035812
1540421455484,2018-10-24T18.50.55.484,50.804,-0.002048000,-0.002048000,-0.000036187
1540421455583,2018-10-24T18.50.55.583,50.903,-0.002048000,-0.002048000,-0.000036562
1540421455683,2018-10-24T18.50.55.683,51.003,-0.002048000,-0.002048000,-0.000035375
1540421455781,2018-10-24T18.50.55.781,51.101,-0.002048000,-0.002048000,-0.000035438
1540421455881,2018-10-24T18.50.55.881,51.201,-0.002048000,-0.002048000,-0.000035438
1540421455980,2018-10-24T18.50.55.980,51.300,-0.002048000,-0.002048000,-0.000036938
1540421456080,2018-10-24T18.50.56.080,51.400,-0.002048000,-0.002048000,-0.000035438
1540421456179,2018-10-24T18.50.56.179,51.499,-0.002048000,-0.002048000,-0.000035750
1540421456279,2018-10-24T18.50.56.279,51.599,-0.002048000,-0.002048000,-0.000035375
1540421456379,2018-10-24T18.50.56.379,51.699,-0.002048000,-0.002048000,-0.000033875
1540421456478,2018-10-24T18.50.56.478,51.798,-0.002048000,-0.002048000,-0.000035063
1540421456576,2018-10-24T18.50.56.576,51.896,-0.002048000,-0.002048000,-0.000035000
1540421456676,2018-10-24T18.50.56.676,51.996,-0.002048000,-0.002048000,-0.000036187
1540421456776,2018-10-24T18.50.56.776,52.096,-0.002048000,-0.002048000,-0.000036187
1540421456875,2018-10-24T18.50.56.875,52.195,-0.002048000,-0.002048000,-0.000035812
1540421456975,2018-10-24T18.50.56.975,52.295,-0.002048000,-0.002048000,-0.000035063
1540421457074,2018-10-24T18.50.57.074,52.394,-0.002048000,-0.002048000,-0.000036187
1540421457174,2018-10-24T18.50.57.174,52.494,-0.002048000,-0.002048000,-0.000035812
1540421457274,2018-10-24T18.50.57.274,52.594,-0.002048000,-0.002048000,-0.000035375
1540421457372,2018-10-24T18.50.57.372,52.692,-0.002048000,-0.002048000,-0.000035438
1540421457471,2018-10-24T18.50.57.471,52.791,-0.002048000,-0.002048000,-0.000033500
1540421457571,2018-10-24T18.50.57.571,52.891,-0.002048000,-0.002048000,-0.000034250
1540421457671,2018-10-24T18.50.57.671,52.991,-0.002048000,-0.002048000,-0.000033125
1540421457770,2018-10-24T18.50.57.770,53.090,-0.002048000,-0.002048000,-0.000034625
1540421457870,2018-10-24T18.50.57.870,53.190,-0.002048000,-0.002048000,-0.000034687
